"181","Adam Thielen","WR","CAR","0","0","2.6","10","BYE","0","3.5","0","0","1.4","0","0","0","1.2","0.8","1","8.8","1.8","29.3"
"182","Virgil Green","TE","FA","0","8.2","3.1","0","0","0","-","7.6","1.8","1.3","1.4","0","2.7","0","0","1.3","1.9","1.8","29.3"
"183","Derek Carrier","TE","FA","1.8","0","0","2.8","9.7","5.9","2.5","-","0","1.9","1.7","1.1","-","1.2","-","-","-","2.4","28.6"
"184","Bennie Fowler III","WR","FA","0","0","7","1.6","5.6","0","-","3.1","3.2","2.2","0","1.3","0","1.7","0","1.8","0.8","1.8","28.3"
"185","Matt Schaub","QB","FA","-","-","-","-","-","-","-","-","-","-","-","14.3","12.3","-","-","-","-","13.3","26.6"
"186","Nick Boyle","TE","FA","0","0","2.9","2.7","4.2","0","5","2","-","5","-","1.5","3","-","-","-","-","2.4","26.3"
"187","Blake Bell","TE","FA","0","1.6","0.5","0","1.1","0","-","-","0","-","0","8.2","1","6.4","6.3","0","1","1.9","26.1"
"188","Bruce Miller","TE","FA","0","1.2","0","0","3.3","10.4","0","0","0.4","-","0","0","1.3","0.3","7.8","0","1.2","1.6","25.9"
"189","Taiwan Jones","RB","FA","2.3","2","1.6","-","-","-","6.2","12.9","-0.9","0","0.2","-","-","0.2","0","1","0","2.1","25.5"
"190","Tyler Kroft","TE","FA","0","0","0","0","0","0","-","0","0","0","0","0.9","2.2","4.1","10.6","6.6","0","1.5","24.4"
"191","Devin Smith","WR","FA","-","-","5.4","2.4","-","0","1.2","-","0","0.7","0","10.3","0","0","-","-","-","2","20"
"191","Geno Smith","QB","LV","-","-","-","-","-","-","-","20","-","-","-","-","-","-","-","-","-","20","20"
"193","Jack Doyle","TE","FA","0","0","4.7","0","0.5","1.7","0","0","8.8","-","0","1","0","0","0","1.7","0.8","1.2","19.2"
"194","Andre Roberts","WR","FA","5.1","0.5","2.3","-","0","1.1","6.4","-","3.6","-","0","0","-","-","-","-","-","2.1","19"
"195","Lee Smith","TE","FA","0","1.1","1.3","2.4","0","-","1.1","1.1","1.5","0.6","-","0.7","7","0","0","2.2","0","1.3","19"
"196","Rex Burkhead","RB","FA","2.9","1.3","0","3.2","-2.2","0","-","0","1.2","0","1.2","1.8","1.1","7","0","1.3","0","1.2","18.8"
"197","Jesse James","TE","FA","-","-","-","-","-","-","-","-","8.3","0.7","-","3.3","4.5","0","0","0.8","0","2.2","17.6"
"198","Kenjon Barner","RB","FA","-","-","0","0","-","-","-","-","0","-","3.7","3.6","3.6","0","0","-0.2","6.4","1.7","17.1"
"199","Cody Parkey","K","FA","6","5","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.7","17"
"200","Demetrius Harris","TE","FA","0","0","0","0","0","2.5","0","0","-","0","3.6","0","0","2.8","0","0","8","1.1","16.9"
"201","Luke Stocker","TE","FA","0","0","0","-","-","-","3.7","0","0","0","0","0","0.9","0","10","1.2","0.8","1.2","16.6"
"202","Tyrell Williams","WR","FA","0","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","16","2.3","16"
"203","MyCole Pruitt","TE","FA","0","0","0","0","-","0","1.8","2.5","1.1","1.7","1.3","0","0.9","4.6","0","0","0","0.9","13.9"
"204","Michael Burton","RB","DEN","0","0.2","0","0.8","1.1","0","0","0","-","0","0","0","0","1.7","8","0","1.3","0.8","13.1"
"205","Mike Davis","RB","FA","-","2.8","1.6","-","-","0","0","2.8","-","-","-","-","-","-","-","-","5.9","2.2","13.1"
"206","James O'Shaughnessy","TE","FA","0","6.4","0","1.3","0","3.3","0.7","-","-","-","-","-","-","-","-","-","-","1.7","11.7"
"207","Levine Toilolo","TE","FA","0.9","0","3.1","0","0","2.8","0","1.2","0.6","-","0","0","0","0","0","0","1.3","0.6","9.9"
"208","Daniel Brown","TE","FA","-","-","-","-","-","-","-","-","-","-","-","0","2.2","7.2","0","0","0","1.6","9.4"
"209","Colt McCoy","QB","FA","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","8.8","4.4","8.8"
"210","Trey Burton","TE","FA","0","0","0","0","0","0","0","-","0","0","0","5.9","0","0","0","0","1","0.4","6.9"
"211","Anthony Sherman","RB","FA","0.5","0","0","0","0","1.8","0","0","-","0","0","0","0","0","0","0","3.1","0.3","5.4"
"212","Paul Richardson Jr.","WR","FA","-","-","-","-","-","-","-","-","-","4.5","-","-","-","-","-","-","-","4.5","4.5"
"213","Nick O'Leary","TE","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","0","4.2","0","0","1.1","4.2"
"214","Matt LaCosse","TE","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.7","0","1.9","3.7"
"215","Malcolm Johnson","RB","FA","2.4","0","0","0","0","0.5","0","0","0","0","-","0.6","0","-","-","-","-","0.3","3.5"
"216","Marquise Goodwin","WR","FA","-","-","-","-","3.4","0","-","-","-","-","-","-","-","-","-","-","-","1.7","3.4"
"217","Darren Waller","TE","MIA","0","0","0","2.2","0.6","-","0","-","-","-","-","-","-","-","-","-","-","0.5","2.8"
"217","DeAndrew White","WR","FA","-","2.8","0","-","-","0","-","-","0","-","-","-","-","-","-","-","-","0.7","2.8"
"219","Roosevelt Nix","RB","FA","0","0","0","0","0","0","0","0","0","1.5","-","1.1","0","0","0","0","-","0.2","2.6"
"220","Malcolm Brown","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","2","2"
"221","Rod Smith","RB","FA","-","-","-","-","0.5","-","-","0","0","0","0","1.1","0","0","0","0","0","0.1","1.6"
"222","Cordarrelle Patterson","RB","FA","0.6","0","0.9","1.4","-","0","0","0","0","0.6","0","0","0","0","0","0","-2","0.1","1.5"
"223","Sean Mannion","QB","FA","-","-","-","-","-","-","-","-","-","-","-","1.2","-","-","-","-","-","1.2","1.2"
"224","C.J. Uzomah","TE","FA","-","-","-","-","-","-","-","-","-","-","-","-","0.9","0","0","0","0","0.2","0.9"
"225","Geoff Swaim","TE","FA","-","0.5","-","-","0","-","-","-","-","-","-","-","-","-","-","0","0","0.1","0.5"
"226","Matt Moore","QB","FA","-","-","-","-","-","-","0.4","-","-","-","-","-","-","-","-","-","-","0.4","0.4"
"227","Kyle Nelson","TE","FA","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0"
"227","Clark Harris","TE","FA","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0"
"227","Jonathan Brown","K","FA","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0"
"227","Keith Smith","RB","FA","0","0","0","0","-","-","-","-","-","0","-","-","-","-","-","-","-","0","0"
"227","Matthew Slater","WR","FA","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","Beau Brinkley","TE","FA","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","Chase Daniel","QB","FA","-","-","-","-","-","-","-","0.2","-","-","-","-","-","-","-0.2","-","-","0","-0"
"234","Joe Webb III","QB","FA","0","0","0","0","-","0","0","0","-0.1","0","0","0","0","0","0","0","0","0","-0.1"
"234","Trevor Siemian","QB","TEN","-","-","-","BYE","-","-","-","-","-","-","-","-","-","-","-0.1","-","-","-0.1","-0.1"
"236","Jimmy Garoppolo","QB","LAR","-","-","-0.2","-","-0.2","-","-","0","-0.1","-","-","-","-","-","-","-","0.2","-0.1","-0.3"
"237","Drew Stanton","QB","FA","-","-","-0.3","-","0.1","-","-","-","-","-","-","0","-0.1","-","-0.2","0","-0.6","-0.2","-1.1"
"238","Raheem Mostert","RB","LV","-","0","-","-","-","-","0","0","-","0","0","0","0","0","0","0","-2","-0.2","-2"
""
""
